cluster,weekdayindex,day,hour,time,violationdescription,percent,globalpercent,result,lat_min,long_min,lat_max,long_max
2090,6,Sunday,16,4:00 P,RED ZONE,1.0,0.026525199,37.7,33.998549,-118.473151,33.99877029,-118.4727331
3539,1,Tuesday,16,4:00 P,METER EXP.,0.5,0.076202374,6.56,34.181659,-118.446528,34.181659,-118.446528
6070,6,Sunday,13,1:00 P,PARKED IN PARKWAY,1.0,0.043478261,23.0,34.052414,-118.2865588,34.05289063,-118.2864703
2556,1,Tuesday,14,2:00 P,METER EXP.,0.071428571,0.089319176,0.8,34.14786461,-118.3789772,34.14786461,-118.3789772
5551,3,Thursday,10,10:00 ,RED ZONE,0.5,0.074740484,6.69,34.034631,-118.250497,34.034631,-118.250497
2688,2,Wednesday,10,10:00 ,NO PARK/STREET CLEAN,0.5,0.22484119,2.22,34.02637615,-118.3014733,34.027312,-118.299132
2176,1,Tuesday,13,1:00 P,WHITE ZONE,1.0,0.076086957,13.14,34.05028561,-118.2272213,34.05094272,-118.226185
3925,1,Tuesday,17,5:00 P,18 IN. CURB/2 WAY,1.0,0.033112583,30.2,34.04504328,-118.2355156,34.04504328,-118.2355156
961,4,Friday,11,11:00 ,STOP/STAND PROHIBIT,1.0,0.124293785,8.05,33.98760488,-118.4458733,33.98887856,-118.4454834
6411,1,Tuesday,13,1:00 P,METER EXP.,0.25,0.104309806,2.4,34.0618,-118.290303,34.0618,-118.290303
6313,0,Monday,6,6:00 A,RED ZONE,1.0,0.04048583,24.7,34.05877818,-118.2637538,34.05916648,-118.2630563
61,3,Thursday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.21692563,4.61,34.12004364,-118.2453121,34.12029968,-118.2449754
353,3,Thursday,11,11:00 ,NO PARK/STREET CLEAN,1.0,0.056569618,17.68,34.10383986,-118.249236,34.10622,-118.2478683
4469,5,Saturday,18,6:00 P,METER EXP.,1.0,0.025390625,39.38,34.085413,-118.3618841,34.08553261,-118.36133
3667,2,Wednesday,15,3:00 P,METER EXP.,0.2,0.071128241,2.81,34.049329,-118.233725,34.049329,-118.233725
4632,3,Thursday,12,12:00 ,METER EXP.,1.0,0.120324629,8.31,34.097981,-118.346776,34.097981,-118.346776
5874,0,Monday,15,3:00 P,RED ZONE,1.0,0.032388664,30.87,34.04557685,-118.2480251,34.0456073,-118.2479967
128,1,Tuesday,10,10:00 ,STANDNG IN ALLEY,0.333333333,0.050980392,6.54,33.74418305,-118.2850434,33.74780556,-118.2816799
2819,2,Wednesday,12,12:00 ,DISPLAY OF TABS,1.0,0.109475621,9.13,34.02294471,-118.29531,34.023079,-118.293815
2288,1,Tuesday,12,12:00 ,DISPLAY OF TABS,1.0,0.102917342,9.72,34.0322855,-118.3842382,34.034815,-118.381283
1300,5,Saturday,11,11:00 ,PARKED OVER TIME LIMIT,1.0,0.193877551,5.16,34.0679856,-118.4525201,34.06802416,-118.4525195
2690,4,Friday,12,12:00 ,DISPLAY OF TABS,1.0,0.113882863,8.78,34.03625518,-118.27332,34.037299,-118.272656
2620,1,Tuesday,11,11:00 ,METER EXP.,0.166666667,0.129606496,1.29,34.145118,-118.41373,34.145118,-118.41373
4176,3,Thursday,10,10:00 ,NO PARK/STREET CLEAN,0.333333333,0.242419671,1.38,34.051518,-118.3422619,34.0518784,-118.3419922
3014,0,Monday,6,6:00 A,WHITE ZONE,1.0,0.166163142,6.02,33.93295745,-118.277103,33.93556233,-118.2761901
2306,1,Tuesday,3,3:00 A,RED ZONE,1.0,0.035714286,28.0,34.026695,-118.1991954,34.0269957,-118.198511
203,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,0.75,0.275908479,2.72,33.7278826,-118.2909804,33.72970015,-118.2901718
4914,3,Thursday,9,9:00 A,METER EXP.,0.25,0.048341567,5.17,34.0997,-118.335019,34.0997,-118.335019
6411,3,Thursday,11,11:00 ,METER EXP.,0.5,0.139026112,3.6,34.0618,-118.290303,34.0618,-118.290303
1217,1,Tuesday,16,4:00 P,PARKED OVER TIME LIMIT,1.0,0.04264099,23.45,34.06656934,-118.4499245,34.06656934,-118.4499245
5584,6,Sunday,17,5:00 P,PREFERENTIAL PARKING,1.0,0.070881226,14.11,34.0756963,-118.2530669,34.07576974,-118.2530212
654,1,Tuesday,9,9:00 A,BLOCKING DRIVEWAY,0.5,0.044176707,11.32,34.0879086,-118.2316135,34.10011315,-118.2185601
5430,0,Monday,11,11:00 ,METER EXP.,0.5,0.136273341,3.67,34.041556,-118.261969,34.041556,-118.261969
4218,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.275908479,3.62,34.04526925,-118.3468043,34.04583437,-118.346648
5081,2,Wednesday,14,2:00 P,NO PARK/STREET CLEAN,0.2,0.007188231,27.82,34.09735702,-118.296119,34.09753,-118.2961187
134,3,Thursday,19,7:00 P,RED ZONE,0.5,0.021453287,23.31,33.72608277,-118.2952671,33.72880247,-118.2943535
5504,4,Friday,12,12:00 ,DISPLAY OF PLATES,0.5,0.105042017,4.76,34.036571,-118.264277,34.036571,-118.264277
262,5,Saturday,15,3:00 P,NO EVIDENCE OF REG,1.0,0.08,12.5,34.08016039,-118.1775457,34.08200039,-118.1760098
448,3,Thursday,3,3:00 A,DOUBLE PARKED,1.0,0.071428571,14.0,34.014162,-118.3427781,34.01429351,-118.342284
202,1,Tuesday,18,6:00 P,DISPLAY OF PLATES,1.0,0.06031746,16.58,34.11743266,-118.2616563,34.11747071,-118.2616155
3666,0,Monday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.242645645,4.12,34.07332833,-118.3407766,34.07359,-118.339687
4333,2,Wednesday,19,7:00 P,PREFERENTIAL PARKING,0.5,0.096955128,5.16,34.06052212,-118.344667,34.06052212,-118.344667
2008,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.301252074,3.32,34.04398172,-118.4521538,34.04427129,-118.4519041
805,1,Tuesday,16,4:00 P,DISPLAY OF TABS,0.5,0.055105348,9.07,34.19285023,-118.6102819,34.19493886,-118.608095
3760,6,Sunday,9,9:00 A,RED ZONE,0.333333333,0.076923077,4.33,34.03984219,-118.3299173,34.041532,-118.3281412
5678,5,Saturday,10,10:00 ,METER EXP.,1.0,0.118489583,8.44,34.04083654,-118.2479146,34.04090923,-118.2478265
5829,2,Wednesday,2,2:00 A,NO PARKING,1.0,0.105633803,9.47,34.04333607,-118.2522505,34.04333607,-118.2522505
2406,2,Wednesday,11,11:00 ,DISPLAY OF PLATES,1.0,0.088339223,11.32,34.15667104,-118.4858215,34.15667104,-118.4858215
136,1,Tuesday,13,1:00 P,METER EXP.,1.0,0.104309806,9.59,34.04556195,-118.5252372,34.045595,-118.525105
5462,0,Monday,11,11:00 ,METER EXP.,0.5,0.136273341,3.67,34.07590956,-118.2592004,34.07592834,-118.2591891
1694,6,Sunday,22,10:00 ,PREFERENTIAL PARKING,0.076923077,0.017241379,4.46,34.03974918,-118.4440492,34.03974918,-118.4440492
4739,2,Wednesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.22484119,4.45,34.10048945,-118.3138874,34.10218351,-118.313625
4931,5,Saturday,8,8:00 A,PREFERENTIAL PARKING,1.0,0.007177033,139.33,34.10378437,-118.3458988,34.1038001,-118.3458951
4291,2,Wednesday,18,6:00 P,PREFERENTIAL PARKING,1.0,0.200320513,4.99,34.0788371,-118.3626451,34.0788768,-118.3626449
4316,0,Monday,0,12:00 ,DISPLAY OF TABS,1.0,0.014227642,70.29,34.052264,-118.253693,34.052264,-118.253693
5074,4,Friday,8,8:00 A,DISPLAY OF PLATES,1.0,0.102941176,9.71,34.09196725,-118.3012277,34.09329331,-118.3004877
4968,2,Wednesday,11,11:00 ,NO PARK/STREET CLEAN,1.0,0.073219659,13.66,34.059671,-118.309078,34.059671,-118.309078
2306,0,Monday,13,1:00 P,PARKED OVER TIME LIMIT,1.0,0.187617261,5.33,34.026695,-118.1991954,34.0269957,-118.198511
1543,1,Tuesday,7,7:00 A,NO PARK/STREET CLEAN,1.0,0.012082767,82.76,34.061724,-118.212764,34.061724,-118.212764
546,6,Sunday,11,11:00 ,PREFERENTIAL PARKING,0.333333333,0.062260536,5.35,34.12953477,-118.3220009,34.12953477,-118.3220009
5774,4,Friday,13,1:00 P,RED ZONE,1.0,0.064967105,15.39,34.04261819,-118.2533635,34.04266451,-118.2532917
5507,0,Monday,16,4:00 P,DISPLAY OF PLATES,1.0,0.052060738,19.21,34.07772074,-118.2597296,34.07779747,-118.2595528
4671,0,Monday,12,12:00 ,NO PARK/STREET CLEAN,0.666666667,0.242645645,2.75,34.094375,-118.3404616,34.09469036,-118.339791
1924,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,0.75,0.289382269,2.59,33.99764991,-118.467556,33.998117,-118.4663312
2737,1,Tuesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242712581,4.12,34.04304882,-118.2133798,34.04304882,-118.2133798
1657,2,Wednesday,19,7:00 P,PREFERENTIAL PARKING,1.0,0.096955128,10.31,34.03890787,-118.4433234,34.03890787,-118.4433234
187,6,Sunday,10,10:00 ,LOAD/UNLOAD ONLY,1.0,1.0,1.0,33.94521201,-118.4012939,33.94521201,-118.4012939
5224,3,Thursday,1,1:00 A,RED ZONE,0.5,0.079584775,6.28,34.090784,-118.306945,34.090784,-118.306945
353,4,Friday,11,11:00 ,NO PARK/STREET CLEAN,1.0,0.063809704,15.67,34.10383986,-118.249236,34.10622,-118.2478683
2010,0,Monday,17,5:00 P,DISPLAY OF PLATES,1.0,0.073752711,13.56,34.04407371,-118.4455093,34.04478839,-118.444893
3433,4,Friday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.262979045,3.8,34.07367209,-118.2662294,34.07395635,-118.2656917
3388,3,Thursday,13,1:00 P,NO STOP/STAND,0.333333333,0.02764977,12.06,34.188664,-118.4530829,34.18957395,-118.4521019
2907,5,Saturday,17,5:00 P,DISPLAY OF PLATES,1.0,0.063348416,15.79,34.14612334,-118.4294375,34.14612334,-118.4294375
309,0,Monday,4,4:00 A,FIRE HYDRANT,1.0,0.051282051,19.5,33.97960453,-118.4382806,33.98190256,-118.4330793
6306,2,Wednesday,11,11:00 ,METER EXP.,0.333333333,0.127189909,2.62,34.062433,-118.281324,34.062433,-118.281324
4706,0,Monday,15,3:00 P,NO STOPPING/ANTI-GRIDLOCK ZONE,1.0,0.116883117,8.56,34.09135739,-118.3386043,34.09189746,-118.3386005
2108,0,Monday,10,10:00 ,RED ZONE,1.0,0.068825911,14.53,34.047756,-118.432353,34.047756,-118.432353
4345,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.275908479,3.62,34.08717167,-118.3639935,34.08718643,-118.3630314
1834,4,Friday,6,6:00 A,RED ZONE,1.0,0.024671053,40.53,34.05194379,-118.2131698,34.05333674,-118.2087735
1806,0,Monday,15,3:00 P,EXCEED 72HRS-ST,1.0,0.077348066,12.93,34.04549234,-118.4649091,34.045668,-118.4647575
5460,3,Thursday,22,10:00 ,OVNIGHT PRK W/OUT PE,1.0,0.135135135,7.4,34.07599239,-118.2603368,34.07599239,-118.2603368
1836,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,0.5,0.301252074,1.66,34.20149316,-118.391113,34.203011,-118.3910553
493,2,Wednesday,19,7:00 P,STANDNG IN ALLEY,1.0,0.059574468,16.79,34.01785621,-118.3509167,34.018721,-118.350418
4964,3,Thursday,10,10:00 ,PARKED OVER TIME LIMIT,1.0,0.115248227,8.68,34.096165,-118.3352578,34.09638711,-118.3349372
2446,0,Monday,15,3:00 P,NO PARKING,0.25,0.024460432,10.22,34.138442,-118.375308,34.138442,-118.375308
1509,1,Tuesday,15,3:00 P,STANDNG IN ALLEY,1.0,0.02745098,36.43,34.02661729,-118.4112465,34.02795541,-118.4102153
4087,1,Tuesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242712581,4.12,34.07310639,-118.346201,34.073572,-118.3462001
3005,5,Saturday,21,9:00 P,PREFERENTIAL PARKING,1.0,0.063397129,15.77,34.14803943,-118.427954,34.14803943,-118.427954
1406,1,Tuesday,11,11:00 ,PARKED OVER TIME LIMIT,0.5,0.198074278,2.52,34.2401201,-118.534126,34.24093511,-118.5339025
2292,4,Friday,11,11:00 ,NO PARK/STREET CLEAN,0.2,0.063809704,3.13,34.02338549,-118.1995187,34.02450296,-118.1973943
3728,3,Thursday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242419671,4.13,33.991472,-118.282668,33.99147984,-118.2809557
481,4,Friday,19,7:00 P,WHITE ZONE,1.0,0.027700831,36.1,34.16730661,-118.6192612,34.167461,-118.61877
2766,4,Friday,13,1:00 P,METER EXP.,0.166666667,0.094299032,1.77,34.154401,-118.463817,34.154401,-118.463817
444,2,Wednesday,3,3:00 A,RED ZONE,1.0,0.048837209,20.48,34.01171883,-118.3448538,34.01281707,-118.3413881
5430,2,Wednesday,18,6:00 P,METER EXP.,0.5,0.04975473,10.05,34.041556,-118.261969,34.041556,-118.261969
3083,6,Sunday,22,10:00 ,RED ZONE,0.5,0.014588859,34.27,34.00009439,-118.302467,34.00370322,-118.300174
5797,2,Wednesday,12,12:00 ,STOP/STAND PROHIBIT,1.0,0.113207547,8.83,34.04736996,-118.2603875,34.04744119,-118.2602773
3821,2,Wednesday,8,8:00 A,DOUBLE PARKING,1.0,0.053097345,18.83,34.03991184,-118.3177867,34.04182491,-118.3176991
2574,2,Wednesday,18,6:00 P,OFF STR/OVERTIME/MTR,0.333333333,0.027272727,12.22,34.15266467,-118.4663867,34.15266467,-118.4663867
1259,0,Monday,10,10:00 ,DISPLAY OF TABS,1.0,0.093495935,10.7,34.06483,-118.207929,34.06483,-118.207929
555,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,0.5,0.301252074,1.66,34.28820795,-118.4524278,34.2898659,-118.4501553
3223,4,Friday,14,2:00 P,PREFERENTIAL PARKING,1.0,0.02919708,34.25,34.08453525,-118.3742176,34.08453525,-118.3742176
225,1,Tuesday,12,12:00 ,NO PARK/STREET CLEAN,0.333333333,0.245431204,1.36,33.966387,-118.3160475,33.96907812,-118.31337
5831,0,Monday,13,1:00 P,RED ZONE,1.0,0.060728745,16.47,34.04693957,-118.249078,34.047039,-118.2489223
2935,6,Sunday,2,2:00 A,RED ZONE,1.0,0.055702918,17.95,34.04698772,-118.202267,34.04857215,-118.2005114
1118,4,Friday,4,4:00 A,RED ZONE,0.5,0.032894737,15.2,34.193858,-118.5316731,34.19528294,-118.530582
6133,6,Sunday,12,12:00 ,NO PARKING,1.0,0.020754717,48.18,34.05352161,-118.2750376,34.05362202,-118.2748154
1541,3,Thursday,10,10:00 ,OUTSIDE LINES/METER,1.0,0.141176471,7.08,34.071889,-118.2130515,34.0726188,-118.2124743
3211,3,Thursday,8,8:00 A,RED ZONE,1.0,0.026989619,37.05,34.169991,-118.374104,34.169991,-118.374104
1903,5,Saturday,11,11:00 ,RED ZONE,1.0,0.076106195,13.14,33.99641523,-118.4768672,33.99641523,-118.4768672
1944,5,Saturday,11,11:00 ,DISPLAY OF TABS,1.0,0.116147309,8.61,34.00364959,-118.3282177,34.00442457,-118.325741
6049,2,Wednesday,19,7:00 P,18 IN. CURB/2 WAY,1.0,0.053435115,18.71,34.0630375,-118.2870382,34.06331235,-118.2870355
1226,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.301252074,3.32,34.06969494,-118.4538157,34.06973675,-118.4538104
814,3,Thursday,10,10:00 ,NO PARK/STREET CLEAN,0.666666667,0.242419671,2.75,34.26126806,-118.52337,34.26369066,-118.5217781
2002,4,Friday,12,12:00 ,YELLOW ZONE,0.5,0.16080402,3.11,34.0459314,-118.447995,34.045997,-118.4479385
3519,4,Friday,12,12:00 ,METER EXP.,0.333333333,0.130154177,2.56,34.164903,-118.37024,34.164903,-118.37024
1361,0,Monday,7,7:00 A,RED ZONE,1.0,0.025910931,38.59,33.99528,-118.2688045,33.996559,-118.267389
4120,1,Tuesday,7,7:00 A,RED ZONE,0.5,0.025714286,19.44,34.05387793,-118.3447235,34.05424613,-118.34451
5087,2,Wednesday,11,11:00 ,NO PARK/STREET CLEAN,1.0,0.073219659,13.66,34.08870041,-118.2858201,34.08870552,-118.2846089
2177,1,Tuesday,7,7:00 A,NO PARK/STREET CLEAN,0.75,0.012082767,62.07,33.98772297,-118.462998,33.98775334,-118.4625196
2448,6,Sunday,10,10:00 ,METER EXP.,1.0,0.03968254,25.2,33.987467,-118.472017,33.987467,-118.472017
1987,4,Friday,11,11:00 ,EXCEED 72HRS-ST,1.0,0.147058824,6.8,33.97914719,-118.2970252,33.98037175,-118.2958592
2341,6,Sunday,17,5:00 P,METER EXP.,0.25,0.142857143,1.75,33.984246,-118.471359,33.984246,-118.471359
675,2,Wednesday,4,4:00 A,NO PARK/STREET CLEAN,0.666666667,0.022233367,29.98,34.10877357,-118.1981328,34.10939914,-118.1976883
5642,3,Thursday,13,1:00 P,METER EXP.,1.0,0.100211715,9.98,34.055121,-118.25447,34.055121,-118.25447
4308,5,Saturday,18,6:00 P,METER EXP.,0.666666667,0.025390625,26.26,34.06072831,-118.3445853,34.06072831,-118.3445853
5291,1,Tuesday,15,3:00 P,METER EXP.,1.0,0.080574641,12.41,34.08376596,-118.2949467,34.08381145,-118.2949466
3239,2,Wednesday,11,11:00 ,METER EXP.,0.666666667,0.127189909,5.24,34.083606,-118.375272,34.083606,-118.375272
6351,1,Tuesday,4,4:00 A,SAFETY ZONE/CURB,1.0,0.285714286,3.5,34.05040197,-118.2700225,34.050599,-118.269896
3494,4,Friday,21,9:00 P,WHITE ZONE,1.0,0.052631579,19.0,34.15934522,-118.3702335,34.15968825,-118.370232
6203,3,Thursday,6,6:00 A,WHITE ZONE,1.0,0.176470588,5.67,34.04814378,-118.2694787,34.04854639,-118.2692183
4914,5,Saturday,16,4:00 P,METER EXP.,0.2,0.089192708,2.24,34.0997,-118.335019,34.0997,-118.335019
26,4,Friday,12,12:00 ,EXCEED 72HRS-ST,1.0,0.147058824,6.8,33.985297,-118.3504656,33.98892475,-118.3455219
5990,4,Friday,15,3:00 P,STOP/STAND PROHIBIT,0.333333333,0.056497175,5.9,34.047004,-118.252582,34.047004,-118.252582
2707,3,Thursday,14,2:00 P,DISPLAY OF PLATES,1.0,0.05451448,18.34,34.153451,-118.464002,34.153451,-118.464002
1227,4,Friday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.310930715,3.22,34.0698622,-118.4538369,34.06990402,-118.4538316
3239,4,Friday,12,12:00 ,PREFERENTIAL PARKING,0.2,0.037408759,5.35,34.083606,-118.375272,34.083606,-118.375272
5916,0,Monday,2,2:00 A,STANDNG IN ALLEY,1.0,0.024154589,41.4,34.0468047,-118.2501717,34.0468047,-118.2501717
1308,4,Friday,22,10:00 ,STANDNG IN ALLEY,1.0,0.035714286,28.0,34.244079,-118.4460992,34.2457377,-118.4445325
377,2,Wednesday,13,1:00 P,YELLOW ZONE,0.5,0.099056604,5.05,33.95539924,-118.3940219,33.958927,-118.3912728
2766,1,Tuesday,20,8:00 P,METER EXP.,0.25,0.004684572,53.37,34.154401,-118.463817,34.154401,-118.463817
609,6,Sunday,9,9:00 A,STANDNG IN ALLEY,0.333333333,0.069565217,4.79,34.00390871,-118.25894,34.009232,-118.2550734
3118,1,Tuesday,7,7:00 A,STOP/STAND PROHIBIT,1.0,0.18128655,5.52,33.94234255,-118.287431,33.94717378,-118.284759
2453,1,Tuesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242712581,4.12,33.991036,-118.4678135,33.991103,-118.467549
5004,4,Friday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.310930715,3.22,34.09306689,-118.2994212,34.09414156,-118.2994166
5949,1,Tuesday,12,12:00 ,DISPLAY OF PLATES,1.0,0.144444444,6.92,34.04783941,-118.2504058,34.04788898,-118.2503288
5218,0,Monday,1,1:00 A,WHITE ZONE,1.0,0.126888218,7.88,34.079042,-118.2942976,34.079043,-118.294048
4103,3,Thursday,18,6:00 P,PREFERENTIAL PARKING,1.0,0.182034976,5.49,34.06758531,-118.3429308,34.06811778,-118.34293
4537,0,Monday,12,12:00 ,DISPLAY OF TABS,1.0,0.12195122,8.2,34.07614138,-118.3524217,34.07708172,-118.352214
1478,3,Thursday,13,1:00 P,PREFERENTIAL PARKING,0.5,0.03100159,16.13,34.21952428,-118.5317102,34.21952428,-118.5317102
4906,1,Tuesday,0,12:00 ,PREFERENTIAL PARKING,0.5,0.019287834,25.92,34.10272233,-118.341744,34.10272233,-118.341744
340,1,Tuesday,11,11:00 ,EXCEED 72HRS-ST,1.0,0.196808511,5.08,33.95855802,-118.4380003,33.958748,-118.4372057
5304,6,Sunday,17,5:00 P,PREFERENTIAL PARKING,0.5,0.070881226,7.05,34.09181857,-118.280777,34.09181857,-118.280777
4329,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.289382269,3.46,34.070628,-118.2648936,34.0712015,-118.2643954
1477,2,Wednesday,11,11:00 ,PREFERENTIAL PARKING,1.0,0.047275641,21.15,34.21942927,-118.5317101,34.21942927,-118.5317101
6240,2,Wednesday,9,9:00 A,YELLOW ZONE,1.0,0.061320755,16.31,34.05353,-118.260863,34.05353,-118.260863
729,4,Friday,14,2:00 P,EXCEED 72HRS-ST,1.0,0.102941176,9.71,34.01489033,-118.202768,34.016568,-118.200235
4607,3,Thursday,11,11:00 ,NO PARKING,1.0,0.073972603,13.52,34.10269717,-118.288074,34.102698,-118.2877697
3179,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,0.333333333,0.289382269,1.15,34.18393196,-118.463998,34.188001,-118.461813
4088,2,Wednesday,12,12:00 ,PARKED OVER TIME LIMIT,1.0,0.178683386,5.6,34.06611529,-118.3506441,34.06622744,-118.3505103
6049,1,Tuesday,1,1:00 A,RED ZONE,1.0,0.082142857,12.17,34.0630375,-118.2870382,34.06331235,-118.2870355
5875,4,Friday,11,11:00 ,NO PARKING,1.0,0.053941909,18.54,34.048439,-118.251257,34.048439,-118.251257
1776,1,Tuesday,17,5:00 P,NO STOP/STANDING,1.0,0.076246334,13.12,34.01716384,-118.2827624,34.01760501,-118.282725
1158,5,Saturday,11,11:00 ,PARKED OVER TIME LIMIT,1.0,0.193877551,5.16,34.0619275,-118.4425037,34.06196993,-118.4423937
4214,5,Saturday,12,12:00 ,METER EXPIRED,1.0,0.060606061,16.5,34.07269751,-118.3440301,34.07311139,-118.3440293
3938,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.301252074,3.32,34.04464143,-118.320096,34.04544857,-118.3187373
5685,5,Saturday,10,10:00 ,METER EXP.,0.5,0.118489583,4.22,34.03871913,-118.2504433,34.03920055,-118.2498859
2657,1,Tuesday,14,2:00 P,STOP/STAND PROHIBIT,1.0,0.040935673,24.43,34.02229965,-118.2797336,34.02229965,-118.2797336
4302,0,Monday,22,10:00 ,PREFERENTIAL PARKING,1.0,0.066863324,14.96,34.08249731,-118.3486506,34.08249731,-118.3486506
4055,0,Monday,12,12:00 ,NO PARK/STREET CLEAN,0.1,0.242645645,0.41,34.068889,-118.345123,34.068889,-118.345123
898,2,Wednesday,18,6:00 P,DISPLAY OF TABS,0.5,0.031278749,15.99,34.20093362,-118.5954789,34.207821,-118.58847
1758,2,Wednesday,9,9:00 A,RED ZONE,1.0,0.045736434,21.86,34.202334,-118.3714482,34.20684725,-118.370314
4331,3,Thursday,19,7:00 P,PREFERENTIAL PARKING,0.333333333,0.110492846,3.02,34.06053165,-118.3451366,34.06053165,-118.3451366
2217,1,Tuesday,16,4:00 P,NO STOP/STAND,1.0,0.144385027,6.93,34.05705367,-118.4424531,34.05705367,-118.4424531
2537,4,Friday,1,1:00 A,OVNIGHT PRK W/OUT PE,1.0,0.046511628,21.5,34.04177422,-118.3750329,34.04231942,-118.374064
4494,1,Tuesday,10,10:00 ,NO STOP/STAND,1.0,0.016042781,62.33,34.08753269,-118.3462277,34.08753269,-118.3462277
1253,2,Wednesday,15,3:00 P,METER EXP.,0.333333333,0.071128241,4.69,34.005001,-118.431301,34.005001,-118.431301
6299,6,Sunday,16,4:00 P,DP- RO NOT PRESENT,1.0,0.5,2.0,34.052342,-118.2634987,34.05246014,-118.2632603
2622,0,Monday,10,10:00 ,DISPLAY OF PLATES,0.5,0.084598698,5.91,33.98317543,-118.3080464,33.98788357,-118.3013107
3239,3,Thursday,11,11:00 ,DISABLED PARKING/NO DP ID,1.0,0.171052632,5.85,34.083606,-118.375272,34.083606,-118.375272
5032,2,Wednesday,14,2:00 P,NO PARK/STREET CLEAN,0.333333333,0.007188231,46.37,34.1003366,-118.2961408,34.100391,-118.2961403
4463,0,Monday,18,6:00 P,PREFERENTIAL PARKING,0.25,0.220255654,1.14,34.08404471,-118.3451503,34.08404471,-118.3451503
1641,3,Thursday,18,6:00 P,NO STOP/STAND,1.0,0.023041475,43.4,34.03914039,-118.4422032,34.03928059,-118.4420822
6006,5,Saturday,1,1:00 A,WHITE ZONE,0.285714286,0.202702703,1.41,34.04635514,-118.2523045,34.04635514,-118.2523045
377,1,Tuesday,21,9:00 P,PARKED OVER TIME LIMIT,0.5,0.002751032,181.75,33.95539924,-118.3940219,33.958927,-118.3912728
5492,1,Tuesday,11,11:00 ,RED ZONE,1.0,0.114285714,8.75,34.03855085,-118.2637145,34.03855085,-118.2637145
444,0,Monday,2,2:00 A,RED ZONE,0.5,0.068016194,7.35,34.01171883,-118.3448538,34.01281707,-118.3413881
482,2,Wednesday,19,7:00 P,DISPLAY OF TABS,1.0,0.027598896,36.23,34.16513,-118.626168,34.16530412,-118.6256154
515,1,Tuesday,19,7:00 P,METER EXP.,1.0,0.059025609,16.94,34.167388,-118.6011531,34.16832207,-118.5998726
57,4,Friday,17,5:00 P,RED ZONE,1.0,0.024671053,40.53,34.13340143,-118.270981,34.13562986,-118.2666077
734,2,Wednesday,0,12:00 ,NO PARKING,0.5,0.069014085,7.24,34.06929566,-118.428795,34.070313,-118.427173
5113,0,Monday,2,2:00 A,PREFERENTIAL PARKING,1.0,0.044247788,22.6,34.06957911,-118.3106833,34.071137,-118.3103634
2797,3,Thursday,13,1:00 P,DOUBLE PARKING,1.0,0.075471698,13.25,34.038127,-118.296224,34.03904848,-118.2937722
3284,1,Tuesday,10,10:00 ,OUTSIDE LINES/METER,1.0,0.091836735,10.89,34.05616011,-118.2397376,34.05616011,-118.2397376
3933,3,Thursday,2,2:00 A,PREFERENTIAL PARKING,1.0,0.042130366,23.74,34.082569,-118.3147763,34.08256901,-118.313527
81,6,Sunday,5,5:00 A,RED ZONE,1.0,0.061007958,16.39,33.77650722,-118.2744274,33.77961972,-118.2688387
3108,3,Thursday,19,7:00 P,METER EXP.,0.5,0.065631616,7.62,34.161229,-118.448698,34.161229,-118.448698
2046,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.301252074,3.32,34.05606169,-118.4657249,34.0564386,-118.4652595
2681,0,Monday,1,1:00 A,BLOCKING DRIVEWAY,1.0,0.039647577,25.22,34.18564158,-118.429926,34.1866677,-118.429066
3239,2,Wednesday,12,12:00 ,RED ZONE,0.5,0.096124031,5.2,34.083606,-118.375272,34.083606,-118.375272
4920,3,Thursday,16,4:00 P,PREFERENTIAL PARKING,0.333333333,0.021462639,15.53,34.10320683,-118.3417464,34.10320683,-118.3417464
898,0,Monday,20,8:00 P,BLOCKING DRIVEWAY,1.0,0.079295154,12.61,34.20093362,-118.5954789,34.207821,-118.58847
3598,2,Wednesday,8,8:00 A,METER EXP.,0.333333333,0.059565522,5.6,34.1876506,-118.447423,34.18765074,-118.4471112
