cluster,weekdayindex,day,hour,time,violationdescription,percent,globalpercent,result,lat_min,long_min,lat_max,long_max
3498,4,Friday,15,3:00 P,NO STOPPING/ANTI-GRIDLOCK ZONE,1.0,0.097345133,10.27,34.05240505,-118.3186826,34.05355556,-118.3170341
2542,0,Monday,21,9:00 P,PREFERENTIAL PARKING,0.5,0.063913471,7.82,34.160418,-118.412713,34.16072591,-118.412217
1037,1,Tuesday,14,2:00 P,RED ZONE,1.0,0.037142857,26.92,34.04279528,-118.372449,34.043709,-118.3703801
1716,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,0.5,0.301252074,1.66,34.02704033,-118.3484471,34.02829014,-118.346901
5278,5,Saturday,14,2:00 P,DISPLAY OF PLATES,1.0,0.040723982,24.56,34.0922839,-118.2792468,34.0923388,-118.279212
5353,2,Wednesday,15,3:00 P,NO STOP/STANDING,1.0,0.066037736,15.14,34.050267,-118.246945,34.050267,-118.246945
5193,4,Friday,15,3:00 P,METER EXP.,1.0,0.058085335,17.22,34.088492,-118.3077842,34.0887401,-118.3070925
4667,1,Tuesday,8,8:00 A,DOUBLE PARKING,0.333333333,0.056910569,5.86,34.03002466,-118.2433177,34.030671,-118.242546
1172,0,Monday,11,11:00 ,STOP/STAND PROHIBIT,1.0,0.065217391,15.33,34.169766,-118.53081,34.169766,-118.53081
6011,2,Wednesday,12,12:00 ,NO PARK/STREET CLEAN,0.25,0.207622869,1.2,34.05210267,-118.2989353,34.05342548,-118.2937067
683,2,Wednesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.22484119,4.45,34.22808117,-118.388816,34.23156775,-118.384293
2083,1,Tuesday,1,1:00 A,DISPLAY OF TABS,1.0,0.029983793,33.35,34.00679507,-118.326036,34.00755021,-118.3239144
4091,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.275908479,3.62,34.08530086,-118.3254042,34.08530186,-118.3250927
1563,3,Thursday,15,3:00 P,DISPLAY OF TABS,1.0,0.034608379,28.89,34.073734,-118.2090899,34.07449643,-118.2087586
5266,0,Monday,13,1:00 P,DISPLAY OF TABS,1.0,0.074186992,13.48,34.081227,-118.3004354,34.08132012,-118.30012
4949,1,Tuesday,21,9:00 P,PREFERENTIAL PARKING,0.333333333,0.085311573,3.91,34.10111629,-118.3433219,34.10111629,-118.3433219
